SIREN principal,Id,Raison sociale,Date de publication,Année de reporting,Siret
775567761,93b1d592-b1cd-11ed-8fce-005056b7acd1,MUTUALITE FRANCAISE BOURGUIGNONNE SERVICES DE SOINS ET ACCOMPAGNEMENT MUTUALISTES SSAM,06/01/2021,2019,
775567761,9382a807-b1cd-11ed-8fce-005056b7acd1,MUTUALITE FRANCAISE BOURGUIGNONNE SERVICES DE SOINS ET ACCOMPAGNEMENT MUTUALISTES SSAM,26/09/2017,2016,
775559404,9396e0c3-b1cd-11ed-8fce-005056b7acd1,CAISSE D'EPARGNE CEPAC,18/11/2019,2018,
775559404,9371e7c6-b1cd-11ed-8fce-005056b7acd1,CAISSE D'EPARGNE CEPAC,04/01/2016,2014,
775559115,9398dbe1-b1cd-11ed-8fce-005056b7acd1,CAISSE D ASSURANCE RETRAITE ET DE LA SANTE AU TRAVAIL,12/12/2019,2018,
775559115,9377d96d-b1cd-11ed-8fce-005056b7acd1,CAISSE D ASSURANCE RETRAITE ET DE LA SANTE AU TRAVAIL,13/06/2016,2014,
775558968,93c57ced-b1cd-11ed-8fce-005056b7acd1,Unapei Alpes Provence,21/12/2022,2021,"
	
		
			77555896800019
		
		
			77555896800068
		
		
			77555896800134
		
		
			77555896800191
		
		
			77555896800209
		
		
			77555896800241
		
		
			77555896800266
		
		
			77555896800365
		
		
			77555896800407
		
		
			77555896800415
		
		
			77555896800431
		
		
			77555896800464
		
		
			77555896800498
		
		
			77555896800522
		
		
			77555896800555
		
		
			77555896800571
		
		
			77555896800662
		
		
			77555896800753
		
		
			77555896800787
		
		
			77555896800811
		
		
			77555896800897
		
		
			7555896800191
		
		
			77555896800159
		
		
			77555896800175
		
		
			77555896800183
		
		
			77555896800407
		
		
			77555896800423
		
		
			77555896800449
		
		
			77555896800639
		
		
			
			
				
					
						77555896800019
					
					
						77555896800068
					
					
						77555896800134
					
					
						77555896800191
					
					
						77555896800209
					
					
						77555896800241
					
					
						77555896800266
					
					
						77555896800365
					
					
						77555896800407
					
					
						77555896800415
					
					
						77555896800431
					
					
						77555896800464
					
					
						77555896800498
					
					
						77555896800522
					
					
						77555896800555
					
					
						77555896800571
					
					
						77555896800662
					
					
						77555896800753
					
					
						77555896800787
					
					
						77555896800811
					
					
						77555896800897
					
					
						7555896800191
					
					
						77555896800159
					
					
						77555896800175
					
					
						77555896800183
					
					
						77555896800407
					
					
						77555896800423
					
					
						77555896800449
					
					
						77555896800639
					
					
						77555896800639
					
					
						77555896800647
					
					
						77555896800688
					
					
						77555896800696
					
					
						77555896800738
					
					
						77555896800779
					
					
						77555896800795
					
					
						77555896800803
					
					
						77555896800845
					
					
						78238978700097
					
				
			
			
		
		
			77555896800647
		
		
			77555896800688
		
		
			77555896800696
		
		
			77555896800738
		
		
			77555896800779
		
		
			77555896800795
		
		
			77555896800803
		
		
			77555896800845
		
		
			78238978700097
		
	

"
775558968,937e01d2-b1cd-11ed-8fce-005056b7acd1,Unapei Alpes Provence,02/11/2016,2014,
775555261,93b226db-b1cd-11ed-8fce-005056b7acd1,APEI DE l'Aube,27/01/2021,2019,"&nbsp;

Ensemble des &eacute;tablissements concern&eacute;s par le p&eacute;rim&egrave;tre GES (+3 &eacute;tablissements en &quot;vert&quot; par rapport &agrave; la r&eacute;f&eacute;rence 2015)

- IME GAI SOLEIL TROYES 10000 77555526100079 IME/IMPRO
- VERGER FLEURI MAIZIERES LA GRANDE PAROISSE 10510 77555526100061 IME/IMPRO
- ACCUEIL 8 Rue des Foss&eacute;s MESNIL ST LOUP 10190 77555526100046 IME/IMPRO
- Eveil IME ITEP 40 Grande Rue VENDEUVRE SUR BARSE 10140 77555526100053 IME/ITEP
- Eveil SESSAD VENDEUVRE SUR BARSE 10140 77555526100053 SESSAD
- S.E.S.S.A.D LA SITELLE LA CHAPELLE SAINT LUC 10600 77555526100244 SESSAD
- MAS LE VILLAGE LA CHAPELLE SAINT LUC 10600 77555526100210 H&eacute;bergement
- LES PARPAILLOLS 9, rue Hautefeuille BREVIANDES 10450 77555526100285 H&eacute;bergement
- CAMSP 77-79 rue de Preize TROYES 10000 77555526100350
- ESAT LE TERTRE SAINT PARRES AUX TERTRES 10410 77555526100301 ESAT
- Espace ESAT TROYES 10000 77555526100038 ESAT
- ESAT LE MENOIS ROUILLY SAINT LOUP 10800 77555526100087 ESAT
- ESAT LA FONTAINE Rue Pierre Gerdy 10000 TROYES 10000 77555526100103 ESAT
- AUBE PROP.SERV. A.P.S. SAINT PARRES AUX TERTRES 10410 77555526100327 Atelier
- SAINT LIE 10600 77555526100277 H&eacute;bergement
- SERV. D&#39;ACC. VIE SOC. - S.A.V.S TROYES 10000 77555526100099 SAVS
- ACCUEIL FAMILIAL TROYES 10000 77555526100202 Suivi social
- RESIDENCE LES PRES 1 rue des Prairies SAINT PARRES AUX TERTRES 10410 77555526100145 H&eacute;bergement
- TROYES 10000 77555526100228 H&eacute;bergement
- LABOURAT TROYES 10000 77555526100095 H&eacute;bergement
- ADRET VENDEUVRE SUR BARSE 10140 77555526100293 FAM
- R&eacute;sidence du PARC Rue Pierre Gerdy TROYES 10000 77555526100335 H&eacute;bergement
- Si&egrave;ge Administratif TROYES 10000 77555526100186 -
- SAMSAH TROYES 10000 77555526100368 -
- MEDECINE +MOC TROYES 10000 - Suivi social
- PAVILLON RETRAITE TROYES 10000 - H&eacute;bergement
- SELF Grand Troyes Parc Grand Troyes SAINTE SAVINE 10320 - ESAT
- Foyer de vie STBLIN rue Humberville ST BLIN 52700 77555526100384 H&eacute;bergement
- Foyer S SARAZIN BIZE 52500 77555526100392 H&eacute;bergement
"
775555261,9381d24d-b1cd-11ed-8fce-005056b7acd1,APEI DE l'Aube,02/02/2017,2015,
775544562,939e2ee4-b1cd-11ed-8fce-005056b7acd1,Association ORSAC,10/02/2020,2018,
775544562,937f9423-b1cd-11ed-8fce-005056b7acd1,Association ORSAC,19/12/2016,2015,
775424914,9395a325-b1cd-11ed-8fce-005056b7acd1,ROBERT BOSCH AUTOMOTIVE STEERING VENDOME,12/11/2019,2018,"SIRET 77542491400015
"
775424914,91af46a0-656a-4a7f-b977-b192de9b04be,ROBERT BOSCH AUTOMOTIVE STEERING VENDOME,27/04/2023,2022,
775258924,93bf066b-b1cd-11ed-8fce-005056b7acd1,SERVI DORYL,20/06/2022,2021,
775258924,5d0a360a-1e6a-4a88-aebc-1cdce2c6c3ef,SERVI DORYL,19/04/2023,2022,
769800202,93c6c8d6-b1cd-11ed-8fce-005056b7acd1,HEPPNER SOCIETE DE TRANSPORTS,10/01/2023,2021,
769800202,939d4cb4-b1cd-11ed-8fce-005056b7acd1,HEPPNER SOCIETE DE TRANSPORTS,31/12/2019,2018,
759200751,939d2723-b1cd-11ed-8fce-005056b7acd1,SEM DE CONSTRUCTION DU DPT DE L AIN,27/12/2019,2018,
759200751,937d3ae0-b1cd-11ed-8fce-005056b7acd1,SEM DE CONSTRUCTION DU DPT DE L AIN,17/10/2016,2015,
757200464,93929a39-b1cd-11ed-8fce-005056b7acd1,REGIE DEPART DES TRANSPORTS DE L'AIN,19/08/2019,2018,"
	Site de Bourg-en-Bresse&nbsp;: 757&nbsp;200&nbsp;464&nbsp;000 27
	Agence d&rsquo;Amb&eacute;rieu-en-Bugey&nbsp;: 757&nbsp;200&nbsp;464&nbsp;000 84
	Agence de Bellegarde-sur-Valserine&nbsp;: 757&nbsp;200&nbsp;464&nbsp;00 100
	Agence de Gex&nbsp;: 757&nbsp;200&nbsp;464&nbsp;001 26
	Agence de Gorrevod&nbsp;: 757&nbsp;200&nbsp;464&nbsp;000 92
	Agence d&rsquo;Izernore&nbsp;: 757&nbsp;200&nbsp;464&nbsp;001 34
	Agence de Savigneux&nbsp;: 757&nbsp;200&nbsp;464&nbsp;001 18
	Agence de Saint-Genis Pouilly&nbsp;: 757200464000142

"
757200464,93795e2a-b1cd-11ed-8fce-005056b7acd1,REGIE DEPART DES TRANSPORTS DE L'AIN,11/07/2016,2015,
756802328,9398b28f-b1cd-11ed-8fce-005056b7acd1,SOCIETE DU JOURNAL L'EST REPUBLICAIN,04/12/2019,2018,
756802328,937d3c3e-b1cd-11ed-8fce-005056b7acd1,SOCIETE DU JOURNAL L'EST REPUBLICAIN,17/10/2016,2015,
755800646,93c27b5f-b1cd-11ed-8fce-005056b7acd1,BERGER LEVRAULT,11/12/2022,2020,
755800646,9387db8e-b1cd-11ed-8fce-005056b7acd1,BERGER LEVRAULT,17/10/2017,2016,
755501590,939266cd-b1cd-11ed-8fce-005056b7acd1,BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE,24/04/2019,2018,
755501590,93712867-b1cd-11ed-8fce-005056b7acd1,BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE,17/12/2015,2014,
753756824,93b73e3b-b1cd-11ed-8fce-005056b7acd1,Groupe de Coopération Sanitaire de Moyens Cité Sanitaire,29/07/2021,2019,"753 756 824 00011
"
753756824,938698ff-b1cd-11ed-8fce-005056b7acd1,Groupe de Coopération Sanitaire de Moyens Cité Sanitaire,29/07/2021,2016,"N&deg; SIRET : 753&nbsp;756&nbsp;824 00011
"
753201144,938e823a-b1cd-11ed-8fce-005056b7acd1,GIE HUMANIS FONCTION GROUPE,28/12/2018,2017,
753201144,9382eb27-b1cd-11ed-8fce-005056b7acd1,GIE HUMANIS FONCTION GROUPE,28/03/2017,2013,
753108950,93bdcd7a-b1cd-11ed-8fce-005056b7acd1,GROUPEMENT DES HOPITAUX DE L'INSTITUT CATHOLIQUE DE LILLE,28/04/2022,2021,
753108950,938ce6bd-b1cd-11ed-8fce-005056b7acd1,GROUPEMENT DES HOPITAUX DE L'INSTITUT CATHOLIQUE DE LILLE,25/10/2018,2017,
745550111,939f5aef-b1cd-11ed-8fce-005056b7acd1,VEOLIA RECYCLAGE VALORISATION HAUTS DE FRANCE,17/01/2020,2018,
745550111,937ae649-b1cd-11ed-8fce-005056b7acd1,VEOLIA RECYCLAGE VALORISATION HAUTS DE FRANCE,06/09/2016,2014,
745420653,93a158c5-b1cd-11ed-8fce-005056b7acd1,ENTREPRISE GENERALE LEON GROSSE,18/12/2020,2019,
745420653,937fd024-b1cd-11ed-8fce-005056b7acd1,ENTREPRISE GENERALE LEON GROSSE,23/12/2016,2015,
732980479,93b8f6c9-b1cd-11ed-8fce-005056b7acd1,TRANSPORTS CHALAVAN ET DUC,29/10/2021,2020,
732980479,9384ece9-b1cd-11ed-8fce-005056b7acd1,TRANSPORTS CHALAVAN ET DUC,18/05/2017,2016,"
	
		
			
			NOM SITE :
			
			
			SIRET
			
			
			% Participation
			
		
		
			
			SAS COLONGIN
			
			
			304&nbsp;877&nbsp;707&nbsp;000 48
			
			
			100%
			
		
		
			
			TDR
			
			
			334&nbsp;303&nbsp;963&nbsp;000 14
			
			
			100%
			
		
		
			
			All&egrave;gre et Duc Formation Conseil
			
			
			347&nbsp;469&nbsp;405&nbsp;000 83
			
			
			100%
			
		
		
			
			FERLAY
			
			
			352 351 464 000 32
			
			
			100%
			
		
		
			
			LIMOGES
			
			
			352&nbsp;351&nbsp;464&nbsp;000 40
			
			
			100%
			
		
		
			
			SCI STOCKALP
			
			
			388&nbsp;602&nbsp;666&nbsp;000 17
			
			
			99.96%
			
		
		
			
			DFN
			
			
			389 110 867 000 14
			
			
			100%
			
		
		
			
			ROUBAIX
			
			
			389&nbsp;110&nbsp;867&nbsp;000 22
			
			
			100%
			
		
		
			
			DUC SERVICES
			
			
			412 243 966 000 14
			
			
			100%
			
		
		
			
			DUC GESTION
			
			
			417&nbsp;756&nbsp;012&nbsp;000 15
			
			
			100%
			
		
		
			
			SAS TRADA
			
			
			436&nbsp;280&nbsp;184&nbsp;000 25
			
			
			100%
			
		
		
			
			CHALAVAN ET DUC INDUSTRIE
			
			
			443 447 222 000 11
			
			
			100%
			
		
		
			
			SCI DUC IMMOBILIER
			
			
			339 341 984 000 21
			
			
			100%
			
		
		
			
			SCI ARMAGNA
			
			
			533 542 882 000 14
			
			
			100%
			
		
		
			
			DUC LOGISTIQUE
			
			
			497&nbsp;749&nbsp;192&nbsp;000 17
			
			
			100%
			
		
		
			
			SAS TRANSPORT CHALAVAN ET DUC
			
			
			732 980 479 000 32
			
			
			100%
			
		
		
			
			FLOIRAC TPT CHALAVAN ET DUC
			
			
			732 980 479 000 57
			
			
			100%
			
		
		
			
			CHILLY MAZARIN
			
			
			732 980 479 000 73
			
			
			100%
			
		
	


&nbsp;
"
729804161,93b1628e-b1cd-11ed-8fce-005056b7acd1,CODIR,18/02/2021,2020,
729804161,939262d1-b1cd-11ed-8fce-005056b7acd1,CODIR,04/04/2023,2018,
729800706,93a1cc0f-b1cd-11ed-8fce-005056b7acd1,PLACOPLATRE,07/04/2020,2018,
729800706,93720338-b1cd-11ed-8fce-005056b7acd1,PLACOPLATRE,05/01/2016,2014,
729201590,965e191a-7a34-49e2-886d-f732b1df7dfb,La Française des Plastiques,08/03/2023,2021,
729201590,93b91164-b1cd-11ed-8fce-005056b7acd1,La Française des Plastiques,03/11/2021,2019,
728206533,93b19fe0-b1cd-11ed-8fce-005056b7acd1,APROLIS,22/12/2020,2019,
728206533,937f92c8-b1cd-11ed-8fce-005056b7acd1,APROLIS,19/12/2016,2015,
722621166,93a71345-b1cd-11ed-8fce-005056b7acd1,DUC,25/08/2021,2019,
722621166,93711365-b1cd-11ed-8fce-005056b7acd1,DUC,06/01/2016,2014,
722620119,da5bc3bf-ce36-4826-ae3d-940ee7dce916,FIRST STOP AYME,12/06/2023,2022,Ensemble des SIRET rattachés au SIREN 722 620 119 
722620119,93891304-b1cd-11ed-8fce-005056b7acd1,FIRST STOP AYME,06/11/2017,2015,
722057460,938e2182-b1cd-11ed-8fce-005056b7acd1,AXA FRANCE IARD,22/04/2020,2018,
722057460,93714654-b1cd-11ed-8fce-005056b7acd1,AXA FRANCE IARD,14/10/2016,2014,
722003464,93956010-b1cd-11ed-8fce-005056b7acd1,C F E B SISLEY,09/10/2019,2018,"72200346400145
"
722003464,937a6900-b1cd-11ed-8fce-005056b7acd1,C F E B SISLEY,17/08/2016,2014,"72200346400145
"
722000957,93babc77-b1cd-11ed-8fce-005056b7acd1,LE MERIDIEN ETOILE,30/11/2021,2020,
722000957,938afe55-b1cd-11ed-8fce-005056b7acd1,LE MERIDIEN ETOILE,05/03/2018,2016,
720501410,93bae38e-b1cd-11ed-8fce-005056b7acd1,DAVEY BICKFORD,08/12/2021,2020,
720501410,9386e9cb-b1cd-11ed-8fce-005056b7acd1,DAVEY BICKFORD,18/09/2017,2016,
712058965,93b559f7-b1cd-11ed-8fce-005056b7acd1,SOCIETE DE FRET ET DE SERVICES,22/06/2021,2018,
712058965,93763142-b1cd-11ed-8fce-005056b7acd1,SOCIETE DE FRET ET DE SERVICES,07/07/2016,2014,
712056266,93a03a2e-b1cd-11ed-8fce-005056b7acd1,LA DETECTION ELECTRONIQUE FRANCAISE,30/01/2020,2018,"712 056 266 00117
"
712056266,93722379-b1cd-11ed-8fce-005056b7acd1,LA DETECTION ELECTRONIQUE FRANCAISE,25/02/2016,2015,"Sch&eacute;ma des p&eacute;rim&egrave;tres organisationnels retenus

Le p&eacute;rim&egrave;tre organisationnel int&egrave;gre l&rsquo;ensemble des agences et services du si&egrave;ge (direction, direction technique, service g&eacute;n&eacute;raux, RH, &hellip;). Par cons&eacute;quent, l&rsquo;ensemble des &eacute;missions r&eacute;sultant de l&rsquo;activit&eacute; de ces &eacute;tablissements sont consolid&eacute;es dans le pr&eacute;sent document.

La soci&eacute;t&eacute; DEF poss&egrave;de les &eacute;tablissements suivants enregistr&eacute;s sous un m&ecirc;me num&eacute;ro SIREN et situ&eacute;s sur le territoire fran&ccedil;ais&nbsp;:


	
		
			
			Agence
			
			
			Adresse
			
			
			SIRET
			
		
		
			
			Ile de France Paris
			
			
			MASSY (91)
			
			
			712 056 266
			
			
			00679
			
		
		
			
			TTD
			
			
			MASSY (91)
			
			
			712 056 266
			
			
			00737
			
		
		
			
			Affaires Internationales
			
			
			MASSY (91)
			
			
			712 056 266
			
			
			&nbsp;
			
		
		
			
			Energie Environnement
			
			
			MASSY (91)
			
			
			712 056 266
			
			
			&nbsp;
			
		
		
			
			DEF Ile de France Ouest
			
			
			SURESNES (92)
			
			
			712 056 266
			
			
			00554
			
		
		
			
			DEF Yvelines
			
			
			MONTIGNY LE BRETONNEUX (78)
			
			
			712 056 266
			
			
			00588
			
		
		
			
			DEF Ile de France Sud Est
			
			
			LOGNES (77)
			
			
			712 056 266
			
			
			00364
			
		
		
			
			DEF Bourgogne
			
			
			DIJON (21)
			
			
			ferm&eacute;e administrativement
			
		
		
			
			DEF Champagne
			
			
			PONT STE MARIE (10)
			
			
			712 056 266
			
			
			00729
			
		
		
			
			DEF Essonne
			
			
			SAINT AUBIN (91)
			
			
			712 056 266
			
			
			00646
			
		
		
			
			DEF Val d&#39;Oise
			
			
			BEAUCHAMPS (95)
			
			
			712 056 266
			
			
			00695
			
		
		
			
			DEF Basse Normandie
			
			
			HEROUVILLE SAINT CLAIR (14)
			
			
			712 056 266
			
			
			00638
			
		
		
			
			DEF Haute Normandie
			
			
			ISNEAUVILLE (76)
			
			
			712 056 266
			
			
			00158
			
		
		
			
			DEF Centre Poitou
			
			
			Saint Cyr sur Loire (37)
			
			
			712 056 266
			
			
			00323
			
		
		
			
			DEF Orl&eacute;ans Val de Loire
			
			
			ORLEANS (45)
			
			
			712 056 266
			
			
			00752
			
		
		
			
			DEF Poitiers
			
			
			POITIERS (86)
			
			
			712 056 266
			
			
			00661
			
		
		
			
			DEF Nord
			
			
			ENNEVELIN (59)
			
			
			712 056 266
			
			
			00604
			
		
		
			
			DEF Picardie 
			
			
			GLISY (80)
			
			
			712 056 266
			
			
			00703
			
		
		
			
			DEF Lorraine
			
			
			MAXEVILLE (54)
			
			
			712 056 266
			
			
			00521
			
		
		
			
			DEF Alsace
			
			
			ENTZHEIM (67)
			
			
			712 056 266
			
			
			00463
			
		
		
			
			DEF Rh&ocirc;ne Alpes
			
			
			SAINT PRIEST (69)
			
			
			712 056 266
			
			
			00745
			
		
		
			
			DEF Dauphin&eacute; Savoie
			
			
			MOIRANS (38)
			
			
			712 056 266
			
			
			00612
			
		
		
			
			DEF Languedoc Roussillon
			
			
			MONTPELLIER (34)
			
			
			712 056 266
			
			
			00653
			
		
		
			
			DEF Provence
			
			
			AIX EN PROVENCE (13)
			
			
			712 056 266
			
			
			00505
			
		
		
			
			DEF Nice Cote d&#39;Azur
			
			
			MOUGINS (06)
			
			
			712 056 266
			
			
			00547
			
		
		
			
			DEF Aquitaine
			
			
			MERIGNAC (33)
			
			
			712 056 266
			
			
			00406
			
		
		
			
			DEF Midi Pyr&eacute;n&eacute;es
			
			
			BRUGUIERES (31)
			
			
			712 056 266
			
			
			00497
			
		
		
			
			DEF Pau
			
			
			PAU (64)
			
			
			712 056 266
			
			
			00711
			
		
	

"
712052612,93b558d0-b1cd-11ed-8fce-005056b7acd1,FRANCE HANDLING,21/06/2021,2018,
712052612,93762ed6-b1cd-11ed-8fce-005056b7acd1,FRANCE HANDLING,07/07/2016,2014,
709806624,93badac3-b1cd-11ed-8fce-005056b7acd1,POLYREY,13/01/2022,2021,
709806624,937e6fef-b1cd-11ed-8fce-005056b7acd1,POLYREY,20/12/2016,2015,
709200307,93a455b9-b1cd-11ed-8fce-005056b7acd1,TRIBALLAT NOYAL,31/07/2020,2019,
709200307,93711dad-b1cd-11ed-8fce-005056b7acd1,TRIBALLAT NOYAL,15/01/2016,2014,
706980182,93c49eb6-b1cd-11ed-8fce-005056b7acd1,SOUFFLET AGRICULTURE,19/12/2022,2021,
706980182,93928f21-b1cd-11ed-8fce-005056b7acd1,SOUFFLET AGRICULTURE,14/05/2019,2017,
706580149,93a1781a-b1cd-11ed-8fce-005056b7acd1,BAYER HEALTHCARE SAS,06/03/2020,2018,
706580149,9371eeb2-b1cd-11ed-8fce-005056b7acd1,BAYER HEALTHCARE SAS,30/12/2015,2014,
705580108,93afddf3-b1cd-11ed-8fce-005056b7acd1,EURIAL ULTRA FRAIS,19/11/2020,2019,"705 580 108 00102 Ch&acirc;teau-Salin

705 580 108 00086 Gruchet

705 580 108 00011 Jouy

705 580 108 00078 Loris

705 580 108 00169 Quincampoix

705 580 108&nbsp; 00193 Riec&nbsp;
"
705580108,938012f1-b1cd-11ed-8fce-005056b7acd1,EURIAL ULTRA FRAIS,09/01/2017,2013,"705 580 108 00011 - Jouy

705 580 108 00078 - Lorris

705 580 108 00086 - Gruchet-Le-Valasse

705 580 108 00102 -&nbsp; Ch&acirc;teau-Salins

705 580 108 00169 - Quincampoix-Fleuzy

705 580 108 00151 - Venarey-L&egrave;s-Laumes

705 580 108 00144 - V&eacute;zelise

705 580 108 00177 - Fouch&egrave;res
"
702055187,93a701da-b1cd-11ed-8fce-005056b7acd1,ESSITY OPERATIONS FRANCE,30/09/2020,2019,
702055187,9379dc12-b1cd-11ed-8fce-005056b7acd1,ESSITY OPERATIONS FRANCE,27/09/2016,2014,
702042755,93b3e071-b1cd-11ed-8fce-005056b7acd1,CGI FRANCE,11/03/2021,2019,
702042755,8ce9c129-9d71-4488-8b4a-521e627e6dd7,CGI FRANCE,11/09/2023,2021,
702034398,93a16bef-b1cd-11ed-8fce-005056b7acd1,NESTLE WATERS SUPPLY SUD,04/03/2020,2018,"SIRET (Site Verg&egrave;ze) :&nbsp;70203439800058
"
702034398,937d55cc-b1cd-11ed-8fce-005056b7acd1,NESTLE WATERS SUPPLY SUD,31/10/2016,2014,"N&deg; SIREN 702&nbsp;034 0041
"
702028234,93b18ac0-b1cd-11ed-8fce-005056b7acd1,GROUPE RANDSTAD FRANCE,06/01/2021,2018,
702028234,937e4813-b1cd-11ed-8fce-005056b7acd1,GROUPE RANDSTAD FRANCE,17/02/2017,2014,"
	
		
			
			Entit&eacute;
			
			
			Adresse
			
			
			N&deg; SIREN
			
		
	
	
		
			
			Groupe Randstad France
			
			
			276 avenue du Pr&eacute;sident Wilson 93200 SAINT-DENIS
			
			
			702 028 234
			
		
		
			
			RANDSTAD
			
			
			276 avenue du Pr&eacute;sident Wilson 93200 SAINT-DENIS
			
			
			433 999 356
			
		
		
			
			SELECT TT
			
			
			276 avenue du Pr&eacute;sident Wilson 93200 SAINT-DENIS
			
			
			444 632&nbsp;756
			
		
	

"
702027871,939cd79e-b1cd-11ed-8fce-005056b7acd1,AREA,20/12/2019,2018,
702027871,9387da31-b1cd-11ed-8fce-005056b7acd1,AREA,17/10/2017,2016,
702023433,939ca5ea-b1cd-11ed-8fce-005056b7acd1,MAUBEUGE CONSTRUCTION AUTOMOBILE,20/12/2019,2018,
702023433,93713512-b1cd-11ed-8fce-005056b7acd1,MAUBEUGE CONSTRUCTION AUTOMOBILE,21/12/2015,2014,
702021114,93bb7dcc-b1cd-11ed-8fce-005056b7acd1,DERICHEBOURG PROPRETE,15/02/2022,2021,
702021114,938a1eab-b1cd-11ed-8fce-005056b7acd1,DERICHEBOURG PROPRETE,19/12/2017,2017,
702011172,939f2261-b1cd-11ed-8fce-005056b7acd1,SECURITAS ACCUEIL,08/01/2020,2018,
702011172,93746318-b1cd-11ed-8fce-005056b7acd1,SECURITAS ACCUEIL,18/03/2016,2015,
702000522,93bce576-b1cd-11ed-8fce-005056b7acd1,CHUBB FRANCE,10/05/2022,2020,
702000522,93892deb-b1cd-11ed-8fce-005056b7acd1,CHUBB FRANCE,09/11/2017,2014,
698800935,93b885c5-b1cd-11ed-8fce-005056b7acd1,ALSTOM CRESPIN SAS,15/10/2021,2019,
698800935,937641fb-b1cd-11ed-8fce-005056b7acd1,ALSTOM CRESPIN SAS,23/05/2016,2014,
695680108,93a8a2c9-b1cd-11ed-8fce-005056b7acd1,POINT P S.A.S.,27/11/2020,2019,
695680108,93761a82-b1cd-11ed-8fce-005056b7acd1,POINT P S.A.S.,10/05/2016,2014,"CIMA&nbsp;(POINT.P r&eacute;gion&nbsp;&Icirc;le-de-France) &rarr; 695 680 108 01193
"
685550659,93c273ca-b1cd-11ed-8fce-005056b7acd1,ALGECO,27/10/2022,2021,
685550659,9392f013-b1cd-11ed-8fce-005056b7acd1,ALGECO,05/07/2019,2017,"68 555 065 900 773

68 555 065 900 336

68 555 065 900 294

68 555 065 900 781

68 555 065 900 351

68 555 065 900 542

68 555 065 900 302

68 555 065 900 450

68 555 065 900 765

68 555 065 900 633

68 555 065 900 534

68 555 065 900 179

68 555 065 900 054

68 555 065 900 310

68 555 065 900 658

68 555 065 900 252

68 555 065 900 500

68 555 065 900 278

68 555 065 900 112

68 555 065 900 740

68 555 065 900 245

68 555 065 900 286

68 555 065 900 385

68 555 065 900 344

68 555 065 900 104
"
676920234,a34c9686-0d6b-4de8-b2ba-a5faaf671202,Transports René Madrias,30/06/2023,2022,
676920234,939298e7-b1cd-11ed-8fce-005056b7acd1,TRANSPORTS RENE MADRIAS,28/06/2019,2018,
675580542,93a71803-b1cd-11ed-8fce-005056b7acd1,KUHN SAS,18/12/2020,2019,
675580542,937e6702-b1cd-11ed-8fce-005056b7acd1,KUHN SAS,20/12/2016,2015,
672014081,93bb1e82-b1cd-11ed-8fce-005056b7acd1,CONSTELLIUM ISSOIRE,15/12/2021,2020,"67201408100158
"
672014081,937e4a75-b1cd-11ed-8fce-005056b7acd1,CONSTELLIUM ISSOIRE,12/12/2016,2015,
665580072,93c3645b-b1cd-11ed-8fce-005056b7acd1,BONDUELLE EUROPE LONG LIFE,13/12/2022,2022,"
	
		
			- Renescure
			665 580 072 00205
		
		
			- Estr&eacute;es Mons - CONSERVE
			665 580 072 00197
		
		
			- Estr&eacute;es Mons - SURGELE
			665 580 072 00288
		
		
			- Flaucourt rattach&eacute; &agrave; Estr&eacute;es Conserves
			&nbsp;
		
		
			- Rosi&egrave;res en Santerre
			665 580 072 00221
		
		
			- Vaulx-Vraucourt
			665 580 072 00247
		
		
			- Bord&egrave;res et Lamensans (si&egrave;ge SOLEAL)
			665 580 072 00239
		
		
			- Villeneuve d&#39;Ascq (Si&egrave;ge)
			665 580 072 00254
		
	

"
665580072,937e4fe0-b1cd-11ed-8fce-005056b7acd1,BONDUELLE EUROPE LONG LIFE,28/11/2016,2015,
662042449,93affbc9-b1cd-11ed-8fce-005056b7acd1,BNP Paribas SA - BPLG - BP2S - Arbitrage - PF,23/11/2020,2019,
662042449,937612d2-b1cd-11ed-8fce-005056b7acd1,BNP Paribas SA - BPLG - BP2S - Arbitrage - PF,30/06/2016,2015,"BPLG 63201751302165

BPSS 55210801100065

Personnal Finance 54209790204319

Arbitrage 39489583300058

BNP Paribas 66204244900014
"
654800689,93a0745a-b1cd-11ed-8fce-005056b7acd1,CIMENTS CALCIA,13/02/2020,2018,
654800689,93740c7a-b1cd-11ed-8fce-005056b7acd1,CIMENTS CALCIA,17/02/2016,2014,"Num&eacute;ro SIRET : 654 800 689 00022
"
645680026,93bb0d6e-b1cd-11ed-8fce-005056b7acd1,DELPEYRAT,10/12/2021,2020,"Saint Pierre du Mont : 645 680 026 00079
Gibret : 64568002600251
Cohade-Brioude : 64568002600236
Sasseville : 64568002600228
La Pommeraie : 64568002600202
Fleurance : 64568002600145
Aurice : 64568002600137
Vic Fezensac : 64568002600129
"
645680026,93762d97-b1cd-11ed-8fce-005056b7acd1,DELPEYRAT,13/05/2016,2015,"645 680 026 00079

645 680 026 00251

645 680 026 00244

645 680 026 00236

645 680 026 00228

645 680 026 00210

645 680 026 00202

645 680 026 00186

645 680 026 00178

645 680 026 00160

645 680 026 00145

645 680 026 00137

645 680 026 00129

645 680 026 00111

645 680 026 00103

645 680 026 00095
"
642044366,939beb90-b1cd-11ed-8fce-005056b7acd1,UP,20/12/2019,2018,
